Tên sản phẩm,Giá trước khi giảm,Giá sau khi giảm,Image_url
PC Lenovo V530-15ICR (11BHS08800) (i3-9100/4GB/1TB HDD/UHD 630/Free DOS),9.190.000đ,8.526.000đ,https://lh3.googleusercontent.com/HHeTiiWSdsbm4jQWJNsxknkkGZu39aPdzRH2kZnFyz-ggdVSTqDcLUnUCrlF_34L21i61B1ZSqrsllUNFA=w500-rw
PC HP 280 Pro G5 Microtower (9MS50PA) (i5-9400/8GB/1TB HDD/UHD 630/Free DOS),12.490.000đ,12.290.000đ,https://lh3.googleusercontent.com/IRbDjj085fUqXeC0pu1hvPDNiLUSDGWmbTzgJ4lqHL0RjLO_dP5-dlhqDVQhdCRfDFEPLa67q0ufzoxRJLMh=w500-rw
PC Phong Vũ PVP Mage GIGA V3 (i3-9100F/8GB/240GB SSD/GeForce GTX 1650 Super/Free DOS),12.490.000đ,11.690.000đ,https://lh3.googleusercontent.com/h2cBSJwMKjmsr4crtk4avFjWBhgL277hvmGShnq96YdELx-s92ZOkDmw-jyZuujItV36fKMZ7Xhu8DGHDBo=w500-rw
PC Intel NUC Kit NUC7PJYH2 June Canyon (Pentium J5005),None,LIÊN HỆ,https://lh3.googleusercontent.com/_Dk5myYNEOL_gtsirEMzx-23MXmSCfilojWu_xNeRRFiQnnc9HDefhy6vHggOQbllF7Cdd4blA7yLPsKMlw=w500-rw
PC Dell Precision 3630 Tower 70172472 (i7-8700/16GB/1TB HDD/Quadro P620/Ubuntu),None,LIÊN HỆ,https://lh3.googleusercontent.com/rMm5MXA7TwSfQZ55_9_Sg3CUivH1vpcYo8Pada3Fi2691amkI6lABJeFVkErKeDhMaJuQp0SnbMbEVZ13wo=w500-rw
PC HP ProDesk 400 G6 MT 7YH21PA (i5-9500/4GB/256GB SSD/UHD 630/Free DOS),None,LIÊN HỆ,https://lh3.googleusercontent.com/kNgRPKNrWBwTnDeOs4B4NWq7HjaHWas_isYX6cHa02kw6x1ZZnL9U-ThfkRYGGmDOeWj_psuNWMMQtH2fHZI=w500-rw
PC HP ProOne 600 G5 AIO 8GF32PA (21.5" FHD/i7-9700T/8GB/256GB SSD/Radeon 535/Win10),None,LIÊN HỆ,https://lh3.googleusercontent.com/J2pKumBOPrIxPbDqj0NdEsdJ5iUB6n6VuMjAdbySZ4Oo-CG7A4QkfB9ig03JB8fqZHMKYIAFzZFHSm1vaQ=w500-rw
PC ASUS PRO D340MC-0G5400051D (Pentium G5400/4GB/1TB HDD/UHD 610/Endless),None,LIÊN HỆ,https://lh3.googleusercontent.com/b4KkQWk5zsw08w4WX5D3zwXPwu4-u_i-Ifo2l2fNW_dRZ0aXJZScAqKnfY3vO0sm9IcQna3PK1XNL2PkOis=w500-rw
PC ASUS Vivo AiO V241FA (V241FAT-BA040T) (23.8" FHD/i3-8145U/4GB/1TB HDD/UHD 620/Win10),None,LIÊN HỆ,https://lh3.googleusercontent.com/5iIO95ENCs1GOScvKAOP4N-x3D8UT8Aodw7wXgrJgkhjm3OhedFTpmdkxMK85QXT11-GTcwB7Cx_nRV8rZ38=w500-rw
Máy tính để bàn - PC Intel NUC BOXNUC7I3BNH (i3-7100U/HD 620),None,LIÊN HỆ,https://lh3.googleusercontent.com/qhn-0zubUKrzTs3may8aVyDPstGKomm2EwnNkj-dmbTO5njZVadCXdrImU7X9UED6swJsjm_I-y93D10Zxk=w500-rw
Máy tính để bàn - PC Dell Vostro 3670 MT 70157885 (i3-8100/4GB/1TB HDD/UHD 630/Ubuntu),None,LIÊN HỆ,https://lh3.googleusercontent.com/idJLobd3G8igHE-EU4oJO4wvak3OAol79mWEoGcLinB3Rxkt0besYvQRFHEe6z4zt0VX72-DiaIw5dmx6oGG=w500-rw
Máy tính để bàn - PC Dell Vostro V3470A SFF (i3-8100/4GB/1TB HDD/UHD 630/Win10),None,LIÊN HỆ,https://lh3.googleusercontent.com/ufdT-x8N5M2GksjEDaepRB0GAQkQ345mbOBu0LHd3eaQ_2Yb9QvQwTlnT21rqRgtfRcJy0I1CcKD04Gu_08=w500-rw
Máy tính để bàn - PC Dell Vostro 3470 ST HXKWJ1 (G5400/4GB/1TB HDD/UHD 630/Ubuntu),None,LIÊN HỆ,https://lh3.googleusercontent.com/2QYWitrsLeLfFLz2eT4wAHZMFTIt41I5aqlyvAT03c9wNBXQEkQ2XI1ouNTo2KlvPhPZ8BO7WtBT2CkblA=w500-rw
Máy tính để bàn - PC HP Pavilion 590-p0058d 4LY16AA (i5-8400/8GB/1TB HDD/UHD 630/Win10),None,LIÊN HỆ,https://lh3.googleusercontent.com/SAwAr9RbKeu7EZTyrG92I4Hqoy9E_Fe-x41lQnD_96ywQsLXw6VcKWfOWq1f4dNiPHuTrnBswVBKf1__llKU=w500-rw
Máy tính để bàn - PC Phong Vũ F4600-3 (G4600/4GB/1TB HDD/HD 630/Win10),None,LIÊN HỆ,https://lh3.googleusercontent.com/wdLPIhKgxFY2T-krgsDV8mkT5p6UhgcDIINWjZOMJM7jHteEK1j-V7BDKYJdjV_HkUMtSY_LuoJiIyWVBBVC=w500-rw
Máy tính để bàn - PC HP Pavilion 590-p0056d 4LY14AA (i5-8400/4GB/1TB HDD/GT 730/Win10),None,LIÊN HỆ,https://lh3.googleusercontent.com/ITxBJDbiwaquRf5ihz6vT8z5epSECr4PCvqTfPgsnUZV25sTdnqvsl-pSarkGYiPZneMcuqrz47EQ4pqOopZ=w500-rw
Máy tính để bàn - PC Dell Inspiron 3277T TNC4R1 (21.5"/i3-7130U/4GB/1TB HDD/HD 620/Ubuntu),None,LIÊN HỆ,https://lh3.googleusercontent.com/ZEYjyEJuA-OyOKnEcmomsoHdCeLCb9LbQOQ7DJdp2mBcUD6Rm0X1Ft3MP4rDQp-Vh8jD8y1Cv-4pwTe9mnw=w500-rw
Máy tính để bàn - PC HP Microtower 280 G3 SFF 4MD69PA (i5-8400/4GB/500GB HDD/UHD 630/Free DOS),None,LIÊN HỆ,https://lh3.googleusercontent.com/Oq-yBWVaaTpkLprMqXhNWhgtTbbtngrzY98MmUd0TW_OEqbdFouxYQ31rfNmKwZstX-RzgJe-YRcs-Z1LxU=w500-rw
Máy tính để bàn - PC HP EliteOne 800 G4 4ZU50PA (23.8"/i7-8700/16GB/1TB HDD/RX 560/Win10),None,LIÊN HỆ,https://lh3.googleusercontent.com/ONFrpdYqAOywRKRQjoDgiLA_gmdqj5qzni8uG43F-NlIYotDg6vAmCL0Th8Vuh-ClHUOzkuXfu7BN20Y0l0=w500-rw
Máy tính để bàn - PC HP AIO ProOne 600 G4 5AW50PA (21.5"/i7-8700T/8GB/1TB HDD/Radeon 535/Win10),None,LIÊN HỆ,https://lh3.googleusercontent.com/FdPzm3H2XAUvhZpbuTNibIy1ThFoJDB8REb2SBvPgWGvYfuMHbUu1Eigbf94zfAL7Tnrshu9qHCIB-5d875_=w500-rw
PC Apple iMac 2019 MRT42SA/A (21.5"/Core i5/8GB/1TB HDD/Radeon Pro 560X/Mac OS),None,LIÊN HỆ,https://lh3.googleusercontent.com/OiEAzItZsuIZSwRZwOBGBn1OjNRJ5iRel5MaWwpDFhgLKWl3EscprOSwHqqY9DBaAGATBzBqoI-EpUtUiA=w500-rw
PC Apple iMac 2019 MRR02SA/A (27"/Core i5/8GB/1TB HDD/Radeon Pro 575X/Mac OS),None,LIÊN HỆ,https://lh3.googleusercontent.com/7jjL2fwIXLZBmTUe7ctFXgjGeVDQyppT7EmcBqXE1TCHs7eKn2FuCEtcJvh1UkAs2s3q3Dt31ABvJ_5JWvWL=w500-rw
PC Apple iMac 2019 MRT32SA/A (21.5"/Core i3/8GB/1TB HDD/Radeon Pro 555X/Mac OS),None,LIÊN HỆ,https://lh3.googleusercontent.com/gwtkR8G7T8FyiXYbg3jpx2Lx5eFoGTUNvZeJrcMp5E4bVIke37DipVN7wDSDVPUuoc31dXBTrO4fdbyCDpw=w500-rw
Máy tính để bàn - PC Intel NUC Kit NUC7PJYH (J5005/UHD 605),None,LIÊN HỆ,https://lh3.googleusercontent.com/29uTj2iIW-NyOuzt3jSx-8We6L2Bdio3A4luaIUstyRDAYIVxie-7b2nHUee0gjMPnjXIwNUAjDc8wfUOQ=w500-rw
Máy tính để bàn - PC HP ProDesk 405 G4 Desktop Mini 7MC65PA (R3-2200GE/4GB/500GB HDD/Radeon Vega 8/Free DOS),None,LIÊN HỆ,https://lh3.googleusercontent.com/wkBzCsTSrfvNlUs0sY_psP0cgug6K2WbtNSOJ3kUzNXArYGPFrmb-cZHLVon-Mf4UEKehriQEPZYXByASbQ=w500-rw
Máy tính để bàn - PC Dell Inspiron 3670 MT 70189208 (i5-9400/8GB/1TB HDD/UHD 630/Ubuntu),None,LIÊN HỆ,https://lh3.googleusercontent.com/nYUTt3xmqrYNqco_EhvGUV-i88PwX8geZsJWGyylf7rmLK8XZ9FXfFxyaHeRgHtNr_vO4lBlJloSm59IxyQ=w500-rw
Máy tính để bàn - PC Dell Vostro 3470 SFF STI31206-4G-1T (i3-9100/4GB/1TB HDD/UHD 630/Ubuntu),None,LIÊN HỆ,https://lh3.googleusercontent.com/mTVgYZvIbs9bzT7YKHPBsKhIo0rBM_k0IaZspSpGKL0tjIwNccOYCtBgJxvjvF3aeJj_YSI1G7VGdug3MQ=w500-rw
PC HP ProDesk 400 G6 MT (7YH40PA) (i7-9700/8GB/256GB SSD/UHD 630/Free DOS),None,LIÊN HỆ,https://lh3.googleusercontent.com/aWls9R3b8WOmalGAI6nzzTMv-AxRHmE4RERZXlm_Ng7IOikzTso2xkTdbGgANMlHUonfgQXISYKDlkJvJNXK=w500-rw
PC HP ProDesk 400 G6 MT (7YH26PA) (i7-9700/8GB/1TB HDD/Radeon R7 430/Free DOS),None,LIÊN HỆ,https://lh3.googleusercontent.com/zpP78YJ6VB1eJ7UaB3wdzjY4RprWqraZ5oWJ5m5Bdmh5KUVKIAoRgaDTMOZtpogpVKIYmucziKoGd8Ygc80=w500-rw
PC Phong Vũ PVP Ranger G (i5 9400F/8GB/250GB SSD/GTX1660/500W),None,LIÊN HỆ,https://lh3.googleusercontent.com/cQx35WfCqRT2U5wyRpLMDsugp4-NdQqs642BkJs3P5-nG8BtdDxU6GPCsKAThXsk1n7cd98Wn8eHdEplYY0=w500-rw
PC Phong Vũ PVP Ranger A (i5 9400F/8GB/250GB SSD/GTX1660/500W),None,LIÊN HỆ,https://lh3.googleusercontent.com/oFSV4ZUpDG9qdr0iGzbDdDsasSrEaUD0-WLnIIqCs4_JhC9UVCIDjnbYb_aHqBDET6e6dQIEQG4ocns6IA=w500-rw
PC Phong Vũ PVP Office K7100-1 (i3-7100/4GB/240GB SSD/HD 630/Free DOS),None,LIÊN HỆ,https://lh3.googleusercontent.com/8dWgq35f4SAGdt2QfVZ4FI8315EQkcN-b2uFYiGGhTjFWuaXiFiDkEFZmS8HZgtYtGds_Si7OreWi6fk9w=w500-rw
PC Dell Vostro 3671 MT (V579Y2W) (i5-9400/8GB/1TB HDD/GeForce GT 730/Win10),None,LIÊN HỆ,https://lh3.googleusercontent.com/4VKCMysQPZz1y4aP3Jp5KbNvIJPWyp0TmAa45aHODUfmmlTtefpVVLLJd1cDdm_DKko5oFHczK0DP2lBqVZB=w500-rw
PC Acer Aspire XC-886 (DT.BDDSV.002) (i3-9100/4GB/1TB HDD/UHD 630/Win10),None,LIÊN HỆ,https://lh3.googleusercontent.com/FunMX0xBZm074HHuIEBc1xph8ePnGVbIBL_D8JaUQEimUCpztTe7c-W-U6uhcHe3ubp-xELIJYJ750hzVxiU=w500-rw
PC ASUS ROG Huracan G21CX-VN006T (i5-9400F/16GB/512GB SSD/GeForce RTX 2060/Win10),None,LIÊN HỆ,https://lh3.googleusercontent.com/spCCupSHEkERiWPFhaq5XRAPmSgb1oZiH6qhbL4H_zy1A4bhhBXfc6Yx4n7X9eqB7I-dh6ABwSYMG3SBuqs=w500-rw
PC Lenovo V530-15ICR 11BHS08000 (i5-9400/4GB/256GB SSD/UHD 630/Free DOS),None,LIÊN HỆ,https://lh3.googleusercontent.com/03CTiNOhH3nxTDXx14o9VEXzszmRx4T4HytiY5UFaBy-x8uy2aHZ710R-Ek9DxpMQLSf5Du1I7znrez6X8A=w500-rw
PC Phong Vũ PVP Mage GIGA V2 (i3-9100F/8GB/240GB SSD/GeForce GTX 1650 Super/Free DOS),None,LIÊN HỆ,https://lh3.googleusercontent.com/5E2Nz9sZ_T2xQW8Zp1vtvEvvbFjcvOrNyqEwX-Wqv1AX2yujSCg7pVDmP-DCWLkb-j431eYtJE8NvP5lzxfm=w500-rw
PC Phong Vũ PVP Office R3-1 (R3 3200G/8GB/240GB SSD/Radeon Vega 8/Free DOS),None,LIÊN HỆ,https://lh3.googleusercontent.com/1FpHGvSddNCdtRrp3JcM7lCDdOS9JWxHxJYn89ACmYVv6Xc4HLoP3zs0cYpNZuyWerKPNiKuvcrCt-OjPrso=w500-rw
PC HP AIO Pro 200 G4 (2J892PA) (21.5" FHD/i3-10110U/4GB/1TB HDD/Intel UHD/Win10),None,LIÊN HỆ,https://lh3.googleusercontent.com/p_as08vwPKPBXwJa0q5yZ6uc4gqR9zGgAYMkNBq2dK20iD2pS-TupO77RXtVXXOWSurKxoIRoAtHsZWSkQ=w500-rw
PC HP AIO Pro 200 G4 (2J893PA) (21.5" FHD/i5-10210U/8GB/1TB HDD/Intel UHD/Win10),None,LIÊN HỆ,https://lh3.googleusercontent.com/PlCBeISX6pjsoOJyiTQD2CIUt5vnplDTG0pYSGr4j0HWXypbeHi3rwJwQfTIVCqAMkzMzIlZLG0mKJAncNo=w500-rw
PC HP AIO Pro 200 G4 (2J860PA) (21.5" FHD/i3-10110U/4GB/256GB SSD/Intel UHD/Win10),None,LIÊN HỆ,https://lh3.googleusercontent.com/Y19T8aybscEDnrRGwf4Hb9f7wJw9ra5zuDdoHlx3BddilK7c1TDEOc6qNlP2u1VPSCh9dSvh6DmQE5AdcA=w500-rw
PC HP AIO Pro 200 G4 (2J861PA) (21.5" FHD/i5-10210U/8GB/256GB SSD/Intel UHD/Win10),None,LIÊN HỆ,https://lh3.googleusercontent.com/klswK7ulUIUTyr7Ob02B2iPJFzeILYa7GZzLsdMkcrS-3ug3WmM3Si9OtD3hmUpo1f6YpvunVZW7yKv1YQ=w500-rw
PC Phong Vũ PVP Teemo (R3 3200G/8GB/240GB SSD/Radeon RX 570/Free DOS),None,LIÊN HỆ,https://lh3.googleusercontent.com/cflW_kKjahDI5ww6_2GXjYrCnuIsEnFGedbKTxlXzGUgdevWhTQ8CSoIbQ_QC-i3r0EAXRUMC03brhFwJzU=w500-rw
