Tên sản phẩm,Giá trước khi giảm,Giá sau khi giảm,Image_url
Laptop HP 348 G7 (9PG80PA) (14" HD/i3-8130U/4GB/256GB SSD/Intel UHD/Win10/1.4kg),None,10.790.000đ,https://lh3.googleusercontent.com/NBW2fTNGtGs_8SP9O5-sPYKX5xNeTAUXxJF9D7CQ_jWA8ZmNDXrdcPGZnwjne2OT_OdbKHmuC7E6iH0FqA=w500-rw
Laptop LG Gram 15Z980-G.AH55A5 (15.6" FHD/i5-8250U/8GB/UHD 620/Win10/1 kg),37.000.000đ,29.990.000đ,https://lh3.googleusercontent.com/Bptq4RA8KVLSFZJY4SWNoqpSq8nkZCiNAu88ZRmex0BFu3OGX7a3qxMH1B65ZUrBXN5l9mRFOFVIRdxQDAo=w500-rw
Laptop ASUS VivoBook X505ZA-EJ505T (15.6" FHD/2500U/4GB/1TB HDD/Radeon Vega 8/Win10/1.7 kg),12.990.000đ,12.790.000đ,https://lh3.googleusercontent.com/PvRpjgQQjQyvsjat4aZJR24IRR6sqtGLAQe0KYjkQYO59fSIUNueWivBAIiyF3bol1HReVkoLtZu-wc-YQ=w500-rw
Laptop Acer Aspire E5-476-399X (NX.GWTSV.008) (14" HD/i3-8130U/4GB/1TB HDD/UHD 620/Win10/1.8 kg),10.390.000đ,9.690.000đ,https://lh3.googleusercontent.com/fRdhFeH2gzgrWI_fEiCc8khLt5Nqterwg5jIyZMGSmKUO7GqtVHse6KR6DSYzxVlNycg7jofZLUVS_BN8a4=w500-rw
Laptop Acer Nitro 5 AN515-54-784P (NH.Q59SV.013) (15" FHD/i7-9750H/8GB/1TB HDD/GTX 1650/Win10/2.3 kg),28.990.000đ,26.890.000đ,https://lh3.googleusercontent.com/D-3_41MUr4Yc3q-1Fx7I-gCZgWm7QEpM9VZ7ponzr5RpnNOaZv8Z_DLTz96rYEq8mZN0QNu2WCt8MfQxlqRI=w500-rw
Laptop MSI PS42 Modern 8M-478VN (14" FHD/i5-8250U/8GB/256GB SSD/UHD 620/Win10/1.2 kg),None,21.990.000đ,https://lh3.googleusercontent.com/GNldCGIvVH-6caBM6BEfHw589u6pqOo7EmZUP4bvyN_PEFlISFy0qHqJVYpy0oxYzHBCBNGTn_GOuvujBQ=w500-rw
Laptop Lenovo ThinkPad E490 (20N8S0CJ00) (14" HD/i5-8265U/4GB/1TB HDD/UHD 620/Free DOS/1.8 kg),None,LIÊN HỆ,https://lh3.googleusercontent.com/aSGxaJo5fLTE6M-AiYaElm3tJB5LpAPK1XB0AF8ehRWLedbHScViVwqYglFJ6FDMOGyEElLg7LXL9OH0lPE=w500-rw
Laptop MSI Modern 15 A10M-068VN 068VN ( 15.6" Full HD/Intel Core i5-10210U/8GB/512GB SSD/Windows 10 Home 64-bit/1.6kg),18.490.000đ,17.990.000đ,https://lh3.googleusercontent.com/EWv370PzhRgNd0YHN2emZjvQd9DUwLfsv-KuSlwmNwUHWz-lFaEgiCF61eVkt49cYPzcLLrCR21WXy-oHA=w500-rw
Laptop MSI Prestige PS42 Modern 8M-288VN (14" FHD/i5-8250U/8GB/UHD 620/Win10/1.2 kg),None,21.960.000đ,https://lh3.googleusercontent.com/bEGSCrG19ycDqGAJWt9NZAbuheBelBYA_mU4o3SOou9Do_QSKZhxi2w5LQG6ij-_SOhecriAy2imYHp01Q=w500-rw
Laptop Lenovo Legion Y530 (81FV00STVN) (15.6" FHD/i5-8300H/8GB/1TB HDD/GTX 1050/Free DOS/2.3 kg),None,23.000.000đ,https://lh3.googleusercontent.com/EmSDWj5tIAiameFamcxDH6uU9xHDgivWfO8xojRwvtPz13N3pkisVfoZ7MVTfE4yKb2j7h_dhm01UtcXdQ8X=w500-rw
Laptop Acer Swift 3 SF315-51-54H0 (NX.GSKSV.004) (15.6" FHD/i5-8250U/4GB/1TB HDD/UHD 620/Win10/2.1 kg),16.990.000đ,15.790.000đ,https://lh3.googleusercontent.com/g6WVUqzuW2nR1slhvsi5AHA-dPWkhJ0O3t5JQ-lfyCEVcGBprTt0Tg-UvDWLAq9RIACr7ROB-wb-C1lkQM7o=w500-rw
Laptop Apple MacBook Air 2018 13" MREA2 (13.3"/Core i5/8GB/128GB SSD/UHD 617/macOS/1.2 kg),None,LIÊN HỆ,https://lh3.googleusercontent.com/0Ho5t1AcaewiaKYlBgF8ks8oWZ8cqu50yANPyrBSGqrvFO03gfHo_LgSxPi8Afy2ksXoP337jgcCf8e2TQ=w500-rw
Laptop Acer Swift 5 SF514-53T-58PN (NX.H7HSV.001) (14" FHD/i5-8265U/8GB/256GB SSD/UHD 620/Win10/1 kg),None,LIÊN HỆ,https://lh3.googleusercontent.com/BLbug_KTnYkVwz9-AwGlRhp09kKQzIAhJNYTPq9SsI8Oh3xTYRNq0vt7HDhPtx5bGt6SOoOZMM_GAbiF33A=w500-rw
Laptop Dell Inspiron 5570-M5I5238 (15.6" FHD/i5-8250U/4GB/1TB HDD/Radeon 530/Free DOS/2.2 kg),None,17.490.000đ,https://lh3.googleusercontent.com/JQGj-RLU_DbbXlfODL80e4XKo3I8a34uKSA8LavwMSzhDNNG8Y_kjAz2JohESiOVldsoxGn_S3bWIKHBtWc=w500-rw
Laptop ASUS VivoBook S14 S430FA-EB075T (14" FHD/i5-8265U/4GB/1TB HDD/UHD 620/Win10/1.4 kg),16.890.000đ,15.290.000đ,https://lh3.googleusercontent.com/xYvYAt7_7DSnFuWh1HARy9ckRu9vtBK40zbJ6dJDSDwFp_u98yNoYhc4FOnRLQxL1q9WST9GDvRKvifDwCk=w500-rw
Laptop HP Pavilion 14-ce2036TU (6YZ19PA) (14" FHD/i3-8145U/4GB/500GB HDD/UHD 620/Win10/1.4 kg),None,LIÊN HỆ,https://lh3.googleusercontent.com/50w9_sQmVQbOLo4O6K1b5GAgTlpJqce-veuCAsxZkYbDPW8ADweWYsepmnDdokUm-XfgIfgoVdPUbsBkDw=w500-rw
Laptop ASUS PRO P1440FA-FA0609T (14" FHD/i3-8145U/4GB/1TB HDD/UHD 620/Win10/1.8 kg),12.690.000đ,10.490.000đ,https://lh3.googleusercontent.com/xPZIc3gM9rYl92qS06dbGO1-Fw9UBvP9FTvYnaaewturBif5OTOJFZwMQBdl8lkqBINuaOca_IFSSRnlspxP=w500-rw
Laptop Lenovo Legion Y7000-81V4000AVN (15" FHD/i5-9300H/8GB/256GB SSD/1TB HDD/GTX 1050/Free DOS/2.3 kg),None,LIÊN HỆ,https://lh3.googleusercontent.com/GYVCwCbNAAfUx-yo3_HNyR-xk7aglcRB5dcIDcHQxeVrvXgnWYGdDk8dmUUYKC3LOfPEuixRhKa9vtE587o=w500-rw
Laptop LG Gram 14ZD90N-V.AX53A5 (14" FHD/i5-1035G7/8GB/256GB SSD/Intel Iris Plus/Free DOS/1kg),29.000.000đ,26.490.000đ,https://lh3.googleusercontent.com/pXEfl36FjjToe8PWNl1SA9nCw2AJKZKMr-86xdMxAGIvypqPf3U0XyEQIRbU-chvf401KCJWyhtb0cLV8uc=w500-rw
Laptop Acer Aspire 5 A515-55-55HG (NX.HSMSV.004) (15.6" FHD/i5-1035G1/8GB/512GB SSD/Intel UHD/Win10/1.7kg),17.199.000đ,16.690.000đ,https://lh3.googleusercontent.com/-9lcaizz09J3gwAg9_E4wjYi9vl8AD5EegHoKoForIkWyjtPuua0HFW-cWG5P4c2_C6tBMrojw_VkbQIYA=w500-rw
Laptop HP ProBook 430 G7-9GQ03PA (13.3" FHD/i5-10210U/8GB/256GB SSD/Intel UHD/Win10/1.4kg),19.090.000đ,18.590.000đ,https://lh3.googleusercontent.com/IlDdSk0XUXmwSCAYgbPCyaCG7C2QtpB9Qism4_2Yv9Ht-HsP7YY0MtzT_D_HUw-xAHZQljUXQKGLsH_XeJw=w500-rw
Laptop Lenovo Ideapad S340-14IIL-81VV00FPVN (14" FHD/i5-1035G4/4GB/256GB SSD/Intel UHD/Win10/1.6kg),None,14.790.000đ,https://lh3.googleusercontent.com/cCnrKrvOLs6EmIP-A45c1XQf9sNmUA7KHV46WEA7PqKtKQoKJV3sOZJhXP9iMtvCSzVHkuzx8ks52VrWxw=w500-rw
Laptop LG Gram 14Z980-G.AH52A5 (14" FHD/i5-8250U/8GB/UHD 620/Win10/1 kg),None,LIÊN HỆ,https://lh3.googleusercontent.com/8g1U08UymFrKQBTgkkNBrkE9kW2vfYx_z3qa5tfLMVHuICxeakkV922N7469L9u3KiRaYnGhLoDGSr8hFy-g=w500-rw
Laptop LG Gram 14ZD980-G.AX52A5 (14" FHD/i5-8250U/8GB/UHD 620/Free DOS/1 kg),None,LIÊN HỆ,https://lh3.googleusercontent.com/IoRIzJ0ERxsnsB2dp-nsFtu01cX-VWOOm2qVg_mYz0OFh2KoPXJ72Fmcw5Z7p-w6wNSZJRCrW7C3HPaPUTrU=w500-rw
Laptop Lenovo V130-14IKB (81HQ00EQVN) (14" HD/i3-7020U/4GB/500GB HDD/HD 620/Free DOS/1.5 kg),9.990.000đ,9.490.000đ,https://lh3.googleusercontent.com/ACrrTSqHJ26kQGCS7etor-IczOWJL2NJP4BpCxWpofilfTLW1etInAd_t74k5cULR6nORbsdyoxwngaLqB8=w500-rw
Laptop HP ProBook 430 G5 (4SS49PA) (13.3" HD/i3-8130U/4GB/500GB HDD/UHD 620/Free DOS/1.6 kg),None,12.390.000đ,https://lh3.googleusercontent.com/5Qw5hKTlIbwiOJ2gQrbl2H-wQifDYO4kNS7DPIprkctaj3PkJlFnktSxryqkOuJPyH6FEUOWCX3xWiTS5ew=w500-rw
